Year,State,Atkin05,Gini,RMeanDev,Theil
1942,Colorado,0.17,0.44,0.61,0.45
1942,Connecticut,0.16,0.41,0.56,0.45
1942,Delaware,0.26,0.52,0.73,0.81
1942,District of Columbia,0.16,0.42,0.58,0.42
1942,Florida,0.20,0.48,0.67,0.57
1942,Georgia,0.21,0.48,0.68,0.59
1942,Idaho,0.12,0.37,0.50,0.34
1942,Illinois,0.17,0.43,0.59,0.45
1942,Indiana,0.14,0.39,0.53,0.35
1942,Iowa,0.13,0.40,0.56,0.31
1942,Kansas,0.15,0.42,0.58,0.37
1942,Kentucky,0.14,0.40,0.55,0.38
1942,Louisiana,0.17,0.45,0.61,0.44
1942,Maine,0.15,0.43,0.60,0.39
1942,Maryland,0.15,0.41,0.56,0.40
1942,Massachusetts,0.17,0.43,0.59,0.43
1942,Michigan,0.14,0.37,0.50,0.36
1942,Minnesota,0.14,0.40,0.55,0.38
1942,Mississippi,0.19,0.48,0.67,0.49
1942,Missouri,0.16,0.43,0.59,0.44
1942,Montana,0.15,0.42,0.57,0.40
1942,Nebraska,0.15,0.43,0.60,0.38
1942,Nevada,0.15,0.40,0.52,0.46
1942,New Hampshire,0.15,0.42,0.57,0.38
1942,New Jersey,0.15,0.42,0.57,0.41
1942,New Mexico,0.16,0.44,0.60,0.43
1942,New York,0.19,0.46,0.64,0.53
1942,North Carolina,0.18,0.44,0.61,0.53
1942,North Dakota,0.12,0.38,0.52,0.27
1942,Ohio,0.15,0.40,0.55,0.40
1942,Oklahoma,0.16,0.43,0.58,0.43
1942,Oregon,0.15,0.41,0.55,0.40
1942,Pennsylvania,0.16,0.42,0.57,0.46
1942,Rhode Island,0.17,0.43,0.58,0.45
1942,South Carolina,0.15,0.42,0.58,0.39
1942,South Dakota,0.12,0.39,0.53,0.29
1942,Tennessee,0.17,0.44,0.61,0.47
1942,Texas,0.18,0.44,0.59,0.52
1942,Utah,0.11,0.34,0.46,0.29
1942,Vermont,0.16,0.43,0.60,0.41
1942,Virginia,0.15,0.40,0.55,0.40
1942,Washington,0.12,0.36,0.48,0.32
1942,West Virginia,0.13,0.39,0.52,0.32
1942,Wisconsin,0.14,0.40,0.55,0.35
1942,Wyoming,0.15,0.43,0.58,0.40
1943,United States,0.15,0.40,0.54,0.40
1943,Alabama,0.14,0.39,0.54,0.36
1943,Arizona,0.13,0.36,0.48,0.33
1943,Arkansas,0.16,0.42,0.57,0.40
1943,California,0.13,0.36,0.48,0.33
1943,Colorado,0.15,0.40,0.54,0.40
1943,Connecticut,0.14,0.39,0.52,0.37
1943,Delaware,0.21,0.47,0.63,0.66
1943,District of Columbia,0.15,0.39,0.53,0.38
1943,Florida,0.19,0.45,0.61,0.50
1943,Georgia,0.16,0.42,0.58,0.42
1943,Idaho,0.10,0.32,0.44,0.23
1943,Illinois,0.15,0.40,0.54,0.38
1943,Indiana,0.12,0.36,0.49,0.29
1943,Iowa,0.14,0.40,0.55,0.33
1943,Kansas,0.13,0.39,0.53,0.33
1943,Kentucky,0.12,0.36,0.48,0.31
1943,Louisiana,0.13,0.38,0.51,0.35
1943,Maine,0.13,0.38,0.52,0.30
1943,Maryland,0.15,0.40,0.55,0.37
1943,Massachusetts,0.14,0.39,0.53,0.35
1943,Michigan,0.13,0.36,0.49,0.31
1943,Minnesota,0.13,0.39,0.54,0.32
1943,Mississippi,0.17,0.44,0.62,0.44
1943,Missouri,0.14,0.40,0.54,0.37
1943,Montana,0.12,0.37,0.50,0.28
1943,Nebraska,0.14,0.40,0.56,0.34
1943,Nevada,0.14,0.36,0.47,0.39
1943,New Hampshire,0.11,0.35,0.49,0.27
1943,New Jersey,0.13,0.37,0.51,0.32
1943,New Mexico,0.12,0.36,0.48,0.30
1943,New York,0.16,0.42,0.57,0.45
1943,North Carolina,0.15,0.40,0.56,0.40
1943,North Dakota,0.13,0.40,0.56,0.30
1943,Ohio,0.13,0.37,0.51,0.32
1943,Oklahoma,0.14,0.39,0.54,0.35
1943,Oregon,0.14,0.38,0.51,0.34
1943,Pennsylvania,0.14,0.38,0.51,0.36
1943,Rhode Island,0.14,0.38,0.52,0.37
1943,South Carolina,0.14,0.40,0.55,0.34
1943,South Dakota,0.14,0.40,0.55,0.31
1943,Tennessee,0.15,0.40,0.55,0.38
1943,Texas,0.15,0.39,0.52,0.40
1943,Utah,0.11,0.34,0.45,0.25
1943,Vermont,0.13,0.37,0.52,0.32
1943,Virginia,0.14,0.40,0.55,0.37
1943,Washington,0.10,0.32,0.43,0.26
1943,West Virginia,0.11,0.35,0.48,0.26
1943,Wisconsin,0.14,0.39,0.54,0.32
1943,Wyoming,0.13,0.38,0.52,0.31
1944,United States,0.17,0.42,0.58,0.42
1944,Alabama,0.16,0.42,0.57,0.39
1944,Arizona,0.15,0.39,0.52,0.35
1944,Arkansas,0.18,0.44,0.61,0.43
1944,California,0.15,0.39,0.52,0.36
1944,Colorado,0.17,0.43,0.59,0.43
1944,Connecticut,0.16,0.41,0.56,0.41
1944,Delaware,0.24,0.50,0.69,0.76
1944,District of Columbia,0.16,0.41,0.56,0.40
1944,Florida,0.20,0.47,0.65,0.55
1944,Georgia,0.18,0.45,0.62,0.45
1944,Idaho,0.12,0.36,0.49,0.27
1944,Illinois,0.16,0.42,0.57,0.41
1944,Indiana,0.14,0.38,0.53,0.32
1944,Iowa,0.15,0.42,0.58,0.35
1944,Kansas,0.16,0.43,0.59,0.38
1944,Kentucky,0.15,0.40,0.54,0.36
1944,Louisiana,0.16,0.41,0.55,0.39
1944,Maine,0.15,0.42,0.57,0.35
1944,Maryland,0.16,0.42,0.58,0.40
1944,Massachusetts,0.16,0.41,0.56,0.39
1944,Michigan,0.15,0.40,0.53,0.35
1944,Minnesota,0.16,0.42,0.58,0.38
1944,Mississippi,0.19,0.46,0.65,0.45
1944,Missouri,0.17,0.43,0.58,0.42
1944,Montana,0.14,0.40,0.55,0.32
1944,Nebraska,0.16,0.43,0.59,0.38
1944,Nevada,0.16,0.39,0.51,0.44
1944,New Hampshire,0.14,0.39,0.54,0.32
1944,New Jersey,0.14,0.39,0.54,0.35
1944,New Mexico,0.14,0.40,0.54,0.34
1944,New York,0.18,0.44,0.61,0.49
1944,North Carolina,0.17,0.43,0.60,0.44
1944,North Dakota,0.16,0.43,0.60,0.35
1944,Ohio,0.15,0.40,0.55,0.36
1944,Oklahoma,0.15,0.41,0.56,0.36
1944,Oregon,0.15,0.40,0.55,0.37
1944,Pennsylvania,0.16,0.41,0.55,0.39
1944,Rhode Island,0.16,0.42,0.57,0.42
1944,South Carolina,0.16,0.42,0.59,0.38
1944,South Dakota,0.16,0.43,0.59,0.35
1944,Tennessee,0.17,0.43,0.59,0.43
1944,Texas,0.16,0.41,0.55,0.41
1944,Utah,0.13,0.38,0.51,0.30
1944,Vermont,0.15,0.41,0.56,0.37
1944,Virginia,0.16,0.42,0.59,0.41
1944,Washington,0.12,0.35,0.47,0.28
1944,West Virginia,0.13,0.38,0.52,0.29
1944,Wisconsin,0.15,0.41,0.57,0.34
1944,Wyoming,0.15,0.40,0.56,0.33
1945,United States,0.18,0.45,0.61,0.43
1945,Alabama,0.18,0.45,0.61,0.42
1945,Arizona,0.16,0.41,0.56,0.38
1945,Arkansas,0.19,0.47,0.64,0.47
1945,California,0.16,0.41,0.55,0.39
1945,Colorado,0.19,0.46,0.63,0.45
1945,Connecticut,0.18,0.44,0.59,0.44
1945,Delaware,0.27,0.54,0.74,0.86
1945,District of Columbia,0.17,0.43,0.59,0.43
1945,Florida,0.22,0.50,0.69,0.59
1945,Georgia,0.20,0.48,0.66,0.48
1945,Idaho,0.14,0.40,0.54,0.32
1945,Illinois,0.18,0.44,0.60,0.44
1945,Indiana,0.15,0.41,0.56,0.35
1945,Iowa,0.17,0.44,0.60,0.37
1945,Kansas,0.19,0.47,0.65,0.42
1945,Kentucky,0.17,0.44,0.60,0.41
1945,Louisiana,0.18,0.44,0.60,0.42
1945,Maine,0.18,0.45,0.62,0.40
1945,Maryland,0.17,0.44,0.60,0.42
1945,Massachusetts,0.17,0.44,0.60,0.42
1945,Michigan,0.17,0.43,0.58,0.39
1945,Minnesota,0.18,0.45,0.62,0.43
1945,Mississippi,0.20,0.48,0.67,0.46
1945,Missouri,0.19,0.46,0.63,0.46
1945,Montana,0.16,0.43,0.60,0.35
1945,Nebraska,0.18,0.45,0.63,0.41
1945,Nevada,0.17,0.41,0.55,0.49
1945,New Hampshire,0.16,0.43,0.58,0.37
1945,New Jersey,0.16,0.42,0.57,0.38
1945,New Mexico,0.17,0.43,0.60,0.37
1945,New York,0.21,0.47,0.64,0.54
1945,North Carolina,0.19,0.46,0.64,0.49
1945,North Dakota,0.18,0.45,0.64,0.39
1945,Ohio,0.16,0.43,0.58,0.39
1945,Oklahoma,0.16,0.43,0.59,0.37
1945,Oregon,0.17,0.43,0.58,0.39
1945,Pennsylvania,0.18,0.44,0.60,0.43
1945,Rhode Island,0.18,0.45,0.61,0.47
1945,South Carolina,0.17,0.45,0.62,0.41
1945,South Dakota,0.18,0.46,0.63,0.39
1945,Tennessee,0.19,0.46,0.64,0.47
1945,Texas,0.17,0.43,0.58,0.42
1945,Utah,0.16,0.42,0.58,0.34
1945,Vermont,0.18,0.45,0.61,0.41
1945,Virginia,0.19,0.45,0.63,0.45
1945,Washington,0.14,0.38,0.51,0.30
1945,West Virginia,0.15,0.41,0.56,0.33
1945,Wisconsin,0.16,0.43,0.59,0.37
1945,Wyoming,0.16,0.43,0.59,0.35
1946,United States,0.18,0.44,0.60,0.43
1946,Alabama,0.18,0.45,0.61,0.45
1946,Arizona,0.16,0.41,0.55,0.37
1946,Arkansas,0.20,0.48,0.65,0.48
1946,California,0.16,0.41,0.54,0.39
1946,Colorado,0.19,0.46,0.63,0.46
1946,Connecticut,0.18,0.45,0.60,0.46
1946,Delaware,0.25,0.51,0.70,0.79
1946,District of Columbia,0.16,0.42,0.57,0.41
1946,Florida,0.21,0.48,0.67,0.56
1946,Georgia,0.19,0.44,0.61,0.46
1946,Idaho,0.13,0.37,0.49,0.28
1946,Illinois,0.18,0.44,0.59,0.44
1946,Indiana,0.15,0.41,0.55,0.36
1946,Iowa,0.17,0.43,0.59,0.37
1946,Kansas,0.17,0.44,0.60,0.40
1946,Kentucky,0.18,0.44,0.60,0.43
1946,Louisiana,0.17,0.43,0.58,0.41
1946,Maine,0.17,0.44,0.60,0.40
1946,Maryland,0.17,0.43,0.58,0.41
1946,Massachusetts,0.17,0.43,0.58,0.42
1946,Michigan,0.16,0.42,0.57,0.38
1946,Minnesota,0.18,0.45,0.61,0.43
1946,Mississippi,0.20,0.48,0.66,0.48
1946,Missouri,0.19,0.45,0.61,0.45
1946,Montana,0.17,0.43,0.60,0.36
1946,Nebraska,0.18,0.45,0.62,0.41
1946,Nevada,0.18,0.41,0.55,0.50
1946,New Hampshire,0.17,0.43,0.59,0.39
1946,New Jersey,0.16,0.42,0.57,0.39
1946,New Mexico,0.16,0.42,0.57,0.37
1946,New York,0.21,0.47,0.65,0.54
1946,North Carolina,0.19,0.45,0.62,0.49
1946,North Dakota,0.17,0.44,0.62,0.37
1946,Ohio,0.16,0.42,0.57,0.40
1946,Oklahoma,0.15,0.39,0.53,0.36
1946,Oregon,0.17,0.43,0.58,0.42
1946,Pennsylvania,0.17,0.43,0.58,0.43
1946,Rhode Island,0.18,0.43,0.59,0.46
1946,South Carolina,0.18,0.44,0.60,0.43
1946,South Dakota,0.17,0.44,0.60,0.36
1946,Tennessee,0.19,0.46,0.61,0.48
1946,Texas,0.18,0.43,0.59,0.46
1946,Utah,0.16,0.43,0.58,0.35
1946,Vermont,0.17,0.43,0.59,0.40
1946,Virginia,0.18,0.44,0.60,0.43
1946,Washington,0.14,0.37,0.50,0.31
1946,West Virginia,0.16,0.42,0.57,0.38
1946,Wisconsin,0.16,0.42,0.57,0.38
1946,Wyoming,0.16,0.42,0.58,0.37
1947,United States,0.16,0.42,0.57,0.39
1947,Alabama,0.17,0.42,0.57,0.39
1947,Arizona,0.13,0.37,0.50,0.30
1947,Arkansas,0.18,0.45,0.62,0.44
1947,California,0.14,0.38,0.51,0.35
1947,Colorado,0.19,0.46,0.62,0.43
1947,Connecticut,0.16,0.41,0.56,0.40
1947,Delaware,0.24,0.50,0.68,0.78
1947,District of Columbia,0.15,0.40,0.54,0.36
1947,Florida,0.20,0.47,0.64,0.51
1947,Georgia,0.18,0.44,0.60,0.48
1947,Idaho,0.14,0.38,0.52,0.30
1947,Illinois,0.16,0.42,0.57,0.39
1947,Indiana,0.15,0.39,0.53,0.33
1947,Iowa,0.16,0.43,0.59,0.36
1947,Kansas,0.17,0.43,0.59,0.40
1947,Kentucky,0.17,0.43,0.59,0.39
1947,Louisiana,0.15,0.40,0.55,0.37
1947,Maine,0.16,0.44,0.59,0.36
1947,Maryland,0.16,0.42,0.57,0.38
1947,Massachusetts,0.16,0.42,0.56,0.40
1947,Michigan,0.13,0.36,0.48,0.30
1947,Minnesota,0.17,0.43,0.59,0.38
1947,Mississippi,0.18,0.45,0.62,0.44
1947,Missouri,0.18,0.44,0.60,0.43
1947,Montana,0.16,0.43,0.59,0.35
1947,Nebraska,0.16,0.43,0.59,0.36
1947,Nevada,0.14,0.36,0.49,0.37
1947,New Hampshire,0.17,0.43,0.59,0.37
1947,New Jersey,0.15,0.40,0.54,0.34
1947,New Mexico,0.15,0.41,0.55,0.34
1947,New York,0.19,0.45,0.61,0.48
1947,North Carolina,0.17,0.43,0.58,0.44
1947,North Dakota,0.17,0.45,0.63,0.38
1947,Ohio,0.15,0.40,0.54,0.36
1947,Oklahoma,0.14,0.38,0.52,0.32
1947,Oregon,0.15,0.40,0.54,0.35
1947,Pennsylvania,0.16,0.41,0.55,0.39
1947,Rhode Island,0.15,0.39,0.53,0.39
1947,South Carolina,0.16,0.42,0.57,0.38
1947,South Dakota,0.18,0.45,0.63,0.39
1947,Tennessee,0.17,0.43,0.59,0.43
1947,Texas,0.17,0.42,0.56,0.42
1947,Utah,0.14,0.39,0.53,0.31
1947,Vermont,0.17,0.43,0.59,0.38
1947,Virginia,0.16,0.42,0.57,0.39
1947,Washington,0.12,0.35,0.47,0.29
1947,West Virginia,0.15,0.40,0.55,0.32
1947,Wisconsin,0.16,0.41,0.56,0.36
1947,Wyoming,0.15,0.41,0.56,0.34
1948,United States,0.17,0.43,0.59,0.40
1948,Alabama,0.16,0.42,0.56,0.38
1948,Arizona,0.15,0.40,0.54,0.36
1948,Arkansas,0.18,0.44,0.60,0.44
1948,California,0.17,0.42,0.57,0.40
1948,Colorado,0.19,0.45,0.62,0.45
1948,Connecticut,0.17,0.42,0.56,0.42
1948,Delaware,0.23,0.49,0.68,0.72
1948,District of Columbia,0.18,0.44,0.61,0.43
1948,Florida,0.19,0.45,0.63,0.48
1948,Georgia,0.17,0.42,0.58,0.42
1948,Idaho,0.17,0.43,0.58,0.37
1948,Illinois,0.16,0.42,0.57,0.39
1948,Indiana,0.15,0.40,0.55,0.34
1948,Iowa,0.16,0.42,0.58,0.35
1948,Kansas,0.18,0.45,0.62,0.43
1948,Kentucky,0.17,0.42,0.57,0.39
1948,Louisiana,0.18,0.44,0.61,0.45
1948,Maine,0.16,0.43,0.59,0.37
1948,Maryland,0.16,0.41,0.56,0.37
1948,Massachusetts,0.16,0.41,0.55,0.38
1948,Michigan,0.15,0.39,0.52,0.34
1948,Minnesota,0.17,0.44,0.60,0.41
1948,Mississippi,0.19,0.46,0.63,0.45
1948,Missouri,0.18,0.43,0.60,0.42
1948,Montana,0.16,0.43,0.58,0.36
1948,Nebraska,0.17,0.44,0.61,0.40
1948,Nevada,0.18,0.42,0.58,0.48
1948,New Hampshire,0.14,0.39,0.53,0.31
1948,New Jersey,0.15,0.40,0.55,0.36
1948,New Mexico,0.18,0.44,0.61,0.41
1948,New York,0.19,0.45,0.61,0.49
1948,North Carolina,0.18,0.43,0.59,0.44
1948,North Dakota,0.17,0.44,0.61,0.37
1948,Ohio,0.15,0.40,0.54,0.37
1948,Oklahoma,0.18,0.43,0.60,0.44
1948,Oregon,0.17,0.42,0.57,0.40
1948,Pennsylvania,0.15,0.39,0.53,0.37
1948,Rhode Island,0.15,0.40,0.54,0.39
1948,South Carolina,0.16,0.42,0.57,0.38
1948,South Dakota,0.18,0.44,0.62,0.39
1948,Tennessee,0.17,0.43,0.59,0.40
1948,Texas,0.20,0.46,0.62,0.51
1948,Utah,0.14,0.38,0.53,0.30
1948,Vermont,0.16,0.42,0.58,0.36
1948,Virginia,0.16,0.41,0.57,0.38
1948,Washington,0.15,0.40,0.54,0.35
1948,West Virginia,0.15,0.40,0.55,0.34
1948,Wisconsin,0.15,0.40,0.55,0.35
1948,Wyoming,0.16,0.42,0.58,0.37
1949,United States,0.16,0.43,0.59,0.39
1949,Alabama,0.16,0.42,0.58,0.38
1949,Arizona,0.14,0.39,0.52,0.33
1949,Arkansas,0.16,0.42,0.57,0.39
1949,California,0.16,0.42,0.56,0.40
1949,Colorado,0.17,0.43,0.59,0.38
1949,Connecticut,0.18,0.44,0.59,0.44
1949,Delaware,0.29,0.54,0.75,1.00
1949,District of Columbia,0.15,0.40,0.55,0.36
1949,Florida,0.18,0.44,0.60,0.45
1949,Georgia,0.16,0.42,0.58,0.39
1949,Idaho,0.16,0.41,0.58,0.33
1949,Illinois,0.16,0.41,0.56,0.38
1949,Indiana,0.14,0.40,0.54,0.32
1949,Iowa,0.15,0.41,0.56,0.34
1949,Kansas,0.18,0.44,0.61,0.40
1949,Kentucky,0.16,0.42,0.57,0.37
1949,Louisiana,0.17,0.43,0.59,0.41
1949,Maine,0.16,0.42,0.58,0.35
1949,Maryland,0.16,0.42,0.59,0.37
1949,Massachusetts,0.15,0.40,0.54,0.36
1949,Michigan,0.15,0.40,0.54,0.35
1949,Minnesota,0.17,0.43,0.59,0.39
1949,Mississippi,0.18,0.44,0.62,0.41
1949,Missouri,0.16,0.42,0.58,0.38
1949,Montana,0.16,0.42,0.58,0.35
1949,Nebraska,0.18,0.44,0.61,0.39
1949,Nevada,0.17,0.42,0.58,0.46
1949,New Hampshire,0.16,0.41,0.57,0.36
1949,New Jersey,0.15,0.41,0.56,0.36
1949,New Mexico,0.17,0.44,0.61,0.40
1949,New York,0.18,0.44,0.61,0.47
1949,North Carolina,0.17,0.43,0.59,0.42
1949,North Dakota,0.16,0.42,0.59,0.35
1949,Ohio,0.15,0.40,0.54,0.36
1949,Oklahoma,0.18,0.44,0.60,0.44
1949,Oregon,0.15,0.40,0.54,0.35
1949,Pennsylvania,0.15,0.40,0.55,0.37
1949,Rhode Island,0.17,0.42,0.57,0.41
1949,South Carolina,0.15,0.39,0.54,0.34
1949,South Dakota,0.17,0.44,0.62,0.36
1949,Tennessee,0.16,0.41,0.56,0.38
1949,Texas,0.18,0.43,0.59,0.45
1949,Utah,0.14,0.39,0.53,0.30
1949,Vermont,0.16,0.42,0.59,0.38
1949,Virginia,0.16,0.41,0.56,0.37
1949,Washington,0.15,0.40,0.54,0.33
1949,West Virginia,0.13,0.38,0.50,0.30
1949,Wisconsin,0.15,0.40,0.55,0.35
1949,Wyoming,0.15,0.41,0.57,0.33
1950,United States,0.17,0.44,0.59,0.42
1950,Alabama,0.17,0.43,0.59,0.40
1950,Arizona,0.17,0.42,0.57,0.44
1950,Arkansas,0.17,0.43,0.60,0.42
1950,California,0.17,0.43,0.58,0.42
1950,Colorado,0.17,0.44,0.60,0.42
1950,Connecticut,0.18,0.44,0.59,0.46
1950,Delaware,0.31,0.54,0.76,1.16
1950,District of Columbia,0.16,0.42,0.58,0.41
1950,Florida,0.19,0.46,0.63,0.50
1950,Georgia,0.17,0.42,0.59,0.40
1950,Idaho,0.16,0.42,0.58,0.36
1950,Illinois,0.17,0.42,0.57,0.41
1950,Indiana,0.15,0.39,0.54,0.33
1950,Iowa,0.16,0.41,0.56,0.36
1950,Kansas,0.17,0.44,0.61,0.41
1950,Kentucky,0.16,0.42,0.58,0.38
1950,Louisiana,0.17,0.43,0.59,0.42
1950,Maine,0.16,0.42,0.58,0.37
1950,Maryland,0.17,0.43,0.59,0.38
1950,Massachusetts,0.17,0.42,0.57,0.41
1950,Michigan,0.15,0.40,0.54,0.37
1950,Minnesota,0.16,0.41,0.56,0.37
1950,Mississippi,0.18,0.44,0.62,0.43
1950,Missouri,0.18,0.43,0.60,0.43
1950,Montana,0.16,0.42,0.57,0.35
1950,Nebraska,0.17,0.42,0.58,0.39
1950,Nevada,0.19,0.44,0.60,0.53
1950,New Hampshire,0.16,0.41,0.55,0.36
1950,New Jersey,0.15,0.41,0.55,0.37
1950,New Mexico,0.16,0.42,0.57,0.38
1950,New York,0.19,0.45,0.61,0.51
1950,North Carolina,0.17,0.42,0.59,0.41
1950,North Dakota,0.17,0.43,0.59,0.37
1950,Ohio,0.16,0.40,0.55,0.37
1950,Oklahoma,0.18,0.44,0.61,0.45
1950,Oregon,0.16,0.42,0.56,0.39
1950,Pennsylvania,0.16,0.40,0.54,0.39
1950,Rhode Island,0.16,0.42,0.56,0.41
1950,South Carolina,0.16,0.42,0.57,0.37
1950,South Dakota,0.17,0.43,0.59,0.37
1950,Tennessee,0.18,0.44,0.60,0.43
1950,Texas,0.19,0.45,0.62,0.50
1950,Utah,0.14,0.39,0.53,0.31
1950,Vermont,0.16,0.41,0.56,0.37
1950,Virginia,0.16,0.42,0.58,0.39
1950,Washington,0.15,0.40,0.54,0.35
1950,West Virginia,0.14,0.39,0.53,0.32
1950,Wisconsin,0.16,0.41,0.56,0.37
1950,Wyoming,0.16,0.42,0.58,0.36
1951,United States,0.16,0.43,0.59,0.39
1951,Alabama,0.16,0.41,0.57,0.36
1951,Arizona,0.18,0.43,0.59,0.42
1951,Arkansas,0.17,0.44,0.61,0.39
1951,California,0.17,0.42,0.58,0.40
1951,Colorado,0.18,0.44,0.60,0.41
1951,Connecticut,0.16,0.42,0.57,0.39
1951,Delaware,0.25,0.51,0.70,0.84
1951,District of Columbia,0.17,0.42,0.58,0.40
1951,Florida,0.19,0.45,0.62,0.47
1951,Georgia,0.17,0.43,0.60,0.41
1951,Idaho,0.15,0.40,0.55,0.32
1951,Illinois,0.16,0.41,0.57,0.38
1951,Indiana,0.15,0.40,0.54,0.33
1951,Iowa,0.16,0.41,0.57,0.34
1951,Kansas,0.17,0.43,0.59,0.38
1951,Kentucky,0.17,0.43,0.59,0.37
1951,Louisiana,0.17,0.43,0.60,0.41
1951,Maine,0.16,0.41,0.57,0.36
1951,Maryland,0.16,0.43,0.60,0.37
1951,Massachusetts,0.16,0.41,0.56,0.39
1951,Michigan,0.15,0.40,0.54,0.35
1951,Minnesota,0.16,0.42,0.58,0.38
1951,Mississippi,0.17,0.43,0.60,0.40
1951,Missouri,0.18,0.44,0.61,0.41
1951,Montana,0.16,0.42,0.59,0.35
1951,Nebraska,0.17,0.42,0.59,0.37
1951,Nevada,0.20,0.45,0.62,0.51
1951,New Hampshire,0.15,0.40,0.56,0.34
1951,New Jersey,0.15,0.40,0.55,0.34
1951,New Mexico,0.18,0.44,0.61,0.40
1951,New York,0.19,0.45,0.61,0.48
1951,North Carolina,0.17,0.42,0.58,0.41
1951,North Dakota,0.15,0.42,0.59,0.33
1951,Ohio,0.15,0.40,0.54,0.35
1951,Oklahoma,0.18,0.44,0.60,0.43
1951,Oregon,0.16,0.42,0.57,0.38
1951,Pennsylvania,0.15,0.40,0.54,0.36
1951,Rhode Island,0.17,0.42,0.58,0.41
1951,South Carolina,0.15,0.40,0.56,0.35
1951,South Dakota,0.16,0.43,0.60,0.35
1951,Tennessee,0.17,0.43,0.59,0.39
1951,Texas,0.19,0.45,0.61,0.46
1951,Utah,0.15,0.39,0.54,0.31
1951,Vermont,0.15,0.41,0.57,0.34
1951,Virginia,0.17,0.42,0.59,0.39
1951,Washington,0.15,0.39,0.53,0.33
1951,West Virginia,0.14,0.39,0.54,0.31
1951,Wisconsin,0.15,0.40,0.55,0.33
1951,Wyoming,0.18,0.45,0.63,0.42
1952,United States,0.16,0.43,0.59,0.37
1952,Alabama,0.16,0.42,0.58,0.36
1952,Arizona,0.16,0.42,0.59,0.38
1952,Arkansas,0.17,0.44,0.61,0.39
1952,California,0.16,0.41,0.56,0.35
1952,Colorado,0.17,0.44,0.60,0.39
1952,Connecticut,0.17,0.43,0.58,0.42
1952,Delaware,0.24,0.49,0.67,0.71
1952,District of Columbia,0.16,0.42,0.59,0.37
1952,Florida,0.18,0.44,0.62,0.43
1952,Georgia,0.17,0.43,0.61,0.38
1952,Idaho,0.16,0.43,0.59,0.37
1952,Illinois,0.16,0.41,0.56,0.36
1952,Indiana,0.14,0.39,0.54,0.31
1952,Iowa,0.15,0.41,0.57,0.33
1952,Kansas,0.17,0.44,0.61,0.38
1952,Kentucky,0.16,0.41,0.58,0.34
1952,Louisiana,0.17,0.43,0.60,0.39
1952,Maine,0.14,0.40,0.55,0.32
1952,Maryland,0.16,0.42,0.59,0.35
1952,Massachusetts,0.16,0.42,0.57,0.37
1952,Michigan,0.15,0.40,0.54,0.34
1952,Minnesota,0.16,0.42,0.59,0.36
1952,Mississippi,0.17,0.44,0.61,0.39
1952,Missouri,0.17,0.44,0.61,0.39
1952,Montana,0.15,0.42,0.58,0.33
1952,Nebraska,0.16,0.42,0.58,0.35
1952,Nevada,0.16,0.40,0.54,0.40
1952,New Hampshire,0.16,0.41,0.58,0.34
1952,New Jersey,0.14,0.40,0.54,0.31
1952,New Mexico,0.17,0.43,0.60,0.37
1952,New York,0.17,0.43,0.59,0.43
1952,North Carolina,0.16,0.43,0.59,0.38
1952,North Dakota,0.16,0.42,0.59,0.35
1952,Ohio,0.15,0.40,0.55,0.34
1952,Oklahoma,0.18,0.44,0.61,0.40
1952,Oregon,0.16,0.42,0.57,0.36
1952,Pennsylvania,0.15,0.40,0.53,0.35
1952,Rhode Island,0.15,0.40,0.55,0.36
1952,South Carolina,0.16,0.41,0.58,0.38
1952,South Dakota,0.17,0.44,0.62,0.36
1952,Tennessee,0.16,0.43,0.59,0.37
1952,Texas,0.18,0.44,0.61,0.44
1952,Utah,0.15,0.41,0.57,0.33
1952,Vermont,0.16,0.42,0.58,0.35
1952,Virginia,0.16,0.43,0.60,0.37
1952,Washington,0.15,0.40,0.54,0.32
1952,West Virginia,0.14,0.39,0.54,0.30
1952,Wisconsin,0.15,0.40,0.55,0.32
1952,Wyoming,0.16,0.42,0.57,0.36
1953,United States,0.16,0.43,0.59,0.36
1953,Alabama,0.15,0.41,0.57,0.33
1953,Arizona,0.16,0.41,0.57,0.34
1953,Arkansas,0.17,0.43,0.60,0.38
1953,California,0.15,0.41,0.56,0.34
1953,Colorado,0.16,0.42,0.58,0.34
1953,Connecticut,0.15,0.40,0.54,0.34
1953,Delaware,0.22,0.47,0.65,0.70
1953,District of Columbia,0.15,0.41,0.56,0.36
1953,Florida,0.18,0.44,0.61,0.43
1953,Georgia,0.17,0.43,0.60,0.37
1953,Idaho,0.15,0.41,0.57,0.31
1953,Illinois,0.16,0.42,0.57,0.36
1953,Indiana,0.14,0.39,0.54,0.30
1953,Iowa,0.15,0.41,0.57,0.32
1953,Kansas,0.16,0.43,0.60,0.35
1953,Kentucky,0.16,0.42,0.58,0.34
1953,Louisiana,0.17,0.43,0.60,0.37
1953,Maine,0.14,0.39,0.54,0.31
1953,Maryland,0.15,0.41,0.57,0.33
1953,Massachusetts,0.15,0.41,0.56,0.35
1953,Michigan,0.15,0.40,0.54,0.32
1953,Minnesota,0.17,0.43,0.60,0.37
1953,Mississippi,0.16,0.43,0.60,0.36
1953,Missouri,0.17,0.44,0.60,0.39
1953,Montana,0.15,0.42,0.58,0.31
1953,Nebraska,0.16,0.42,0.60,0.34
1953,Nevada,0.14,0.39,0.54,0.30
